'Elapsed time','FECG','UC'
'hh:mm:ss.mmm','mV','mV'
'0:01.846',4.830,0.720
'0:01.848',4.835,0.725
'0:01.850',4.835,0.725
'0:01.852',4.830,0.720
'0:01.854',4.845,0.725
'0:01.856',4.850,0.720
'0:01.858',4.840,0.725
'0:01.860',4.835,0.725
'0:01.862',4.835,0.715
'0:01.864',4.855,0.730
'0:01.866',4.835,0.735
'0:01.868',4.825,0.735
'0:01.870',4.820,0.715
'0:01.872',4.840,0.725
'0:01.874',4.840,0.720
'0:01.876',4.825,0.725
'0:01.878',4.820,0.720
'0:01.880',4.860,0.720
'0:01.882',4.845,0.730
'0:01.884',4.840,0.720
'0:01.886',4.840,0.735
'0:01.888',4.845,0.720
'0:01.890',4.825,0.725
'0:01.892',4.815,0.725
'0:01.894',4.850,0.725
'0:01.896',4.845,0.710
'0:01.898',4.835,0.725
'0:01.900',4.845,0.725
'0:01.902',4.855,0.725
'0:01.904',4.845,0.730
'0:01.906',4.830,0.725
'0:01.908',4.820,0.720
'0:01.910',4.815,0.720
'0:01.912',4.835,0.715
'0:01.914',4.830,0.720
'0:01.916',4.840,0.725
'0:01.918',4.860,0.735
'0:01.920',4.850,0.730
'0:01.922',4.840,0.735
'0:01.924',4.825,0.710
'0:01.926',4.825,0.735
'0:01.928',4.815,0.715
'0:01.930',4.810,0.715
'0:01.932',4.825,0.730
'0:01.934',4.855,0.725
'0:01.936',4.860,0.730
'0:01.938',4.850,0.720
'0:01.940',4.840,0.715
'0:01.942',4.835,0.720
'0:01.944',4.825,0.715
'0:01.946',4.810,0.725
'0:01.948',4.815,0.730
'0:01.950',4.860,0.715
'0:01.952',4.850,0.725
'0:01.954',4.855,0.730
'0:01.956',4.850,0.725
'0:01.958',4.820,0.730
'0:01.960',4.830,0.710
'0:01.962',4.820,0.725
'0:01.964',4.820,0.725
'0:01.966',4.860,0.735
'0:01.968',4.850,0.725
'0:01.970',4.850,0.725
'0:01.972',4.835,0.730
'0:01.974',4.810,0.720
'0:01.976',4.835,0.720
'0:01.978',4.820,0.715
'0:01.980',4.835,0.720
'0:01.982',4.845,0.725
'0:01.984',4.855,0.730
'0:01.986',4.840,0.725
'0:01.988',4.825,0.730
'0:01.990',4.825,0.730
'0:01.992',4.815,0.725
'0:01.994',4.840,0.720
'0:01.996',4.840,0.730
'0:01.998',4.835,0.725
'0:02.000',4.850,0.720
'0:02.002',4.830,0.735
'0:02.004',4.830,0.725
'0:02.006',4.825,0.735
'0:02.008',4.840,0.710
'0:02.010',4.845,0.730
'0:02.012',4.845,0.715
'0:02.014',4.825,0.720
'0:02.016',4.830,0.740
'0:02.018',4.840,0.715
'0:02.020',4.830,0.725
'0:02.022',4.825,0.735
'0:02.024',4.855,0.725
'0:02.026',4.835,0.730
'0:02.028',4.840,0.710
'0:02.030',4.830,0.725
'0:02.032',4.825,0.725
'0:02.034',4.840,0.725
'0:02.036',4.830,0.720
'0:02.038',4.825,0.720
'0:02.040',4.850,0.720
'0:02.042',4.825,0.715
'0:02.044',4.835,0.725
'0:02.046',4.825,0.710
'0:02.048',4.825,0.720
'0:02.050',4.855,0.730
'0:02.052',4.830,0.720
'0:02.054',4.810,0.725
'0:02.056',4.840,0.725
'0:02.058',4.825,0.730
'0:02.060',4.830,0.720
'0:02.062',4.820,0.710
'0:02.064',4.830,0.720
'0:02.066',4.860,0.730
'0:02.068',4.845,0.730
'0:02.070',4.840,0.735
'0:02.072',4.835,0.720
'0:02.074',4.820,0.725
'0:02.076',4.825,0.725
'0:02.078',4.825,0.725
'0:02.080',4.825,0.725
'0:02.082',4.860,0.715
'0:02.084',4.850,0.730
'0:02.086',4.845,0.735
'0:02.088',4.850,0.730
'0:02.090',4.845,0.720
'0:02.092',4.830,0.725
'0:02.094',4.815,0.720
'0:02.096',4.810,0.725
'0:02.098',4.840,0.725
'0:02.100',4.850,0.715
'0:02.102',4.840,0.730
'0:02.104',4.845,0.725
'0:02.106',4.845,0.720
'0:02.108',4.845,0.725
'0:02.110',4.825,0.720
'0:02.112',4.820,0.720
'0:02.114',4.825,0.730
'0:02.116',4.825,0.735
'0:02.118',4.840,0.730
'0:02.120',4.835,0.725
'0:02.122',4.840,0.730
'0:02.124',4.865,0.725
'0:02.126',4.835,0.710
'0:02.128',4.835,0.720
'0:02.130',4.825,0.715
'0:02.132',4.830,0.730
'0:02.134',4.820,0.725
'0:02.136',4.820,0.730
'0:02.138',4.855,0.725
'0:02.140',4.850,0.720
'0:02.142',4.835,0.715
'0:02.144',4.830,0.715
'0:02.146',4.840,0.715
'0:02.148',4.820,0.730
'0:02.150',4.825,0.735
'0:02.152',4.845,0.710
'0:02.154',4.840,0.725
'0:02.156',4.845,0.725
'0:02.158',4.835,0.725
'0:02.160',4.845,0.705
'0:02.162',4.845,0.720
'0:02.164',4.825,0.725
'0:02.166',4.825,0.735
'0:02.168',4.835,0.730
'0:02.170',4.840,0.725
'0:02.172',4.840,0.730
'0:02.174',4.840,0.720
'0:02.176',4.855,0.720
'0:02.178',4.825,0.720
'0:02.180',4.815,0.715
'0:02.182',4.835,0.730
'0:02.184',4.845,0.720
'0:02.186',4.845,0.730
'0:02.188',4.840,0.725
'0:02.190',4.865,0.725
'0:02.192',4.820,0.720
'0:02.194',4.815,0.715
'0:02.196',4.820,0.715
'0:02.198',4.835,0.725
'0:02.200',4.840,0.730
'0:02.202',4.845,0.725
'0:02.204',4.850,0.730
'0:02.206',4.850,0.725
'0:02.208',4.815,0.720
'0:02.210',4.815,0.720
'0:02.212',4.820,0.720
'0:02.214',4.840,0.725
'0:02.216',4.835,0.725
'0:02.218',4.830,0.720
'0:02.220',4.860,0.715
'0:02.222',4.835,0.725
'0:02.224',4.825,0.720
'0:02.226',4.815,0.720
'0:02.228',4.830,0.720
'0:02.230',4.835,0.725
'0:02.232',4.835,0.725
'0:02.234',4.855,0.730
'0:02.236',4.845,0.725
'0:02.238',4.845,0.725
'0:02.240',4.830,0.710
'0:02.242',4.825,0.730
'0:02.244',4.815,0.710
'0:02.246',4.815,0.720
'0:02.248',4.835,0.725
'0:02.250',4.840,0.730
'0:02.252',4.845,0.735
'0:02.254',4.840,0.730
'0:02.256',4.865,0.725
'0:02.258',4.840,0.720
'0:02.260',4.835,0.725
'0:02.262',4.825,0.715
'0:02.264',4.805,0.715
'0:02.266',4.830,0.730
'0:02.268',4.835,0.710
'0:02.270',4.835,0.730
'0:02.272',4.855,0.725
'0:02.274',4.850,0.720
'0:02.276',4.835,0.725
'0:02.278',4.840,0.715
'0:02.280',4.845,0.720
'0:02.282',4.835,0.730
'0:02.284',4.830,0.735
'0:02.286',4.830,0.725
'0:02.288',4.840,0.725
'0:02.290',4.840,0.725
'0:02.292',4.825,0.725
'0:02.294',4.830,0.720
'0:02.296',4.845,0.705
'0:02.298',4.850,0.720
'0:02.300',4.845,0.725
'0:02.302',4.830,0.725
'0:02.304',4.835,0.730
'0:02.306',4.830,0.720
'0:02.308',4.825,0.720
'0:02.310',4.825,0.720
'0:02.312',4.835,0.715
'0:02.314',4.850,0.720
'0:02.316',4.845,0.720
'0:02.318',4.835,0.720
'0:02.320',4.825,0.725
'0:02.322',4.830,0.720
'0:02.324',4.830,0.730
'0:02.326',4.815,0.720
'0:02.328',4.835,0.725
'0:02.330',4.850,0.725
'0:02.332',4.840,0.720
'0:02.334',4.840,0.725
'0:02.336',4.835,0.730
'0:02.338',4.815,0.725
'0:02.340',4.830,0.720
'0:02.342',4.820,0.715
'0:02.344',4.835,0.720
'0:02.346',4.845,0.720
'0:02.348',4.835,0.730
'0:02.350',4.845,0.720
'0:02.352',4.830,0.735
'0:02.354',4.835,0.725
'0:02.356',4.830,0.730
'0:02.358',4.820,0.730
'0:02.360',4.860,0.705
'0:02.362',4.845,0.730
'0:02.364',4.835,0.715
'0:02.366',4.835,0.730
'0:02.368',4.830,0.735
'0:02.370',4.840,0.715
'0:02.372',4.835,0.720
'0:02.374',4.830,0.725
'0:02.376',4.855,0.725
'0:02.378',4.845,0.720
'0:02.380',4.840,0.715
'0:02.382',4.830,0.730
'0:02.384',4.825,0.725
'0:02.386',4.845,0.725
'0:02.388',4.825,0.730
'0:02.390',4.590,0.715
'0:02.392',4.840,0.730
'0:02.394',4.850,0.720
'0:02.396',4.830,0.720
'0:02.398',4.830,0.720
'0:02.400',4.840,0.735
'0:02.402',4.815,0.730
'0:02.404',4.830,0.735
'0:02.406',4.830,0.720
'0:02.408',4.820,0.730
'0:02.410',4.850,0.720
'0:02.412',4.840,0.720
'0:02.414',4.830,0.730
'0:02.416',4.840,0.725
'0:02.418',4.850,0.730
'0:02.420',4.825,0.730
'0:02.422',4.820,0.730
'0:02.424',4.825,0.710
'0:02.426',4.825,0.710
'0:02.428',4.830,0.715
'0:02.430',4.835,0.730
'0:02.432',4.830,0.730
'0:02.434',4.865,0.715
'0:02.436',4.845,0.720
'0:02.438',4.845,0.725
'0:02.440',4.825,0.725
'0:02.442',4.830,0.710
'0:02.444',4.815,0.710
'0:02.446',4.815,0.715
'0:02.448',4.840,0.715
'0:02.450',4.845,0.725
'0:02.452',4.855,0.715
'0:02.454',4.845,0.720
'0:02.456',4.850,0.725
'0:02.458',4.845,0.715
'0:02.460',4.820,0.710
'0:02.462',4.825,0.715
'0:02.464',4.820,0.720
'0:02.466',4.835,0.730
'0:02.468',4.825,0.715
'0:02.470',4.830,0.725
'0:02.472',4.855,0.735
'0:02.474',4.840,0.710
'0:02.476',4.835,0.725
'0:02.478',4.840,0.705
'0:02.480',4.825,0.725
'0:02.482',4.835,0.730
'0:02.484',4.830,0.715
'0:02.486',4.825,0.720
'0:02.488',4.840,0.730
'0:02.490',4.845,0.725
'0:02.492',4.830,0.710
'0:02.494',4.825,0.720
'0:02.496',4.860,0.715
'0:02.498',4.840,0.720
'0:02.500',4.835,0.730
'0:02.502',4.835,0.715
'0:02.504',4.825,0.725
'0:02.506',4.830,0.715
'0:02.508',4.820,0.725
'0:02.510',4.840,0.710
'0:02.512',4.850,0.710
'0:02.514',4.845,0.720
'0:02.516',4.845,0.725
'0:02.518',4.835,0.730
'0:02.520',4.830,0.710
'0:02.522',4.830,0.720
'0:02.524',4.815,0.720
'0:02.526',4.825,0.715
'0:02.528',4.845,0.725
'0:02.530',4.840,0.700
'0:02.532',4.845,0.725
'0:02.534',4.845,0.720
'0:02.536',4.835,0.715
'0:02.538',4.830,0.725
'0:02.540',4.830,0.710
'0:02.542',4.820,0.715
'0:02.544',4.835,0.710
'0:02.546',4.840,0.715
'0:02.548',4.835,0.715
'0:02.550',4.840,0.720
'0:02.552',4.845,0.725
'0:02.554',4.820,0.715
'0:02.556',4.825,0.720
'0:02.558',4.835,0.710
'0:02.560',4.840,0.715
'0:02.562',4.835,0.725
'0:02.564',4.845,0.725
'0:02.566',4.850,0.710
'0:02.568',4.825,0.720
'0:02.570',4.840,0.725
'0:02.572',4.825,0.725
'0:02.574',4.820,0.720
'0:02.576',4.825,0.710
'0:02.578',4.840,0.720
'0:02.580',4.845,0.720
'0:02.582',4.840,0.720
'0:02.584',4.850,0.725
'0:02.586',4.850,0.715
'0:02.588',4.835,0.720
'0:02.590',4.820,0.715
'0:02.592',4.815,0.720
'0:02.594',4.835,0.720
'0:02.596',4.845,0.705
'0:02.598',4.840,0.720
'0:02.600',4.845,0.720
'0:02.602',4.855,0.725
'0:02.604',4.850,0.725
'0:02.606',4.830,0.715
'0:02.608',4.815,0.725
'0:02.610',4.810,0.710
'0:02.612',4.825,0.720
'0:02.614',4.825,0.700
'0:02.616',4.840,0.735
'0:02.618',4.850,0.720
'0:02.620',4.850,0.720
'0:02.622',4.840,0.720
'0:02.624',4.860,0.725
'0:02.626',4.830,0.715
'0:02.628',4.820,0.720
'0:02.630',4.810,0.710
'0:02.632',4.820,0.725
'0:02.634',4.830,0.720
'0:02.636',4.855,0.720
'0:02.638',4.850,0.720
'0:02.640',4.840,0.725
'0:02.642',4.835,0.710
'0:02.644',4.830,0.720
'0:02.646',4.845,0.715
'0:02.648',4.820,0.725
'0:02.650',4.825,0.735
'0:02.652',4.840,0.710
'0:02.654',4.835,0.725
'0:02.656',4.835,0.715
'0:02.658',4.830,0.720
'0:02.660',4.845,0.700
'0:02.662',4.850,0.715
'0:02.664',4.835,0.715
'0:02.666',4.840,0.735
'0:02.668',4.825,0.730
'0:02.670',4.835,0.710
'0:02.672',4.830,0.725
'0:02.674',4.820,0.710
'0:02.676',4.840,0.715
'0:02.678',4.840,0.710
'0:02.680',4.830,0.715
'0:02.682',4.835,0.720
'0:02.684',4.850,0.720
'0:02.686',4.835,0.715
'0:02.688',4.820,0.725
'0:02.690',4.830,0.725
'0:02.692',4.840,0.720
'0:02.694',4.825,0.715
'0:02.696',4.820,0.720
'0:02.698',4.855,0.715
'0:02.700',4.855,0.720
'0:02.702',4.835,0.715
'0:02.704',4.830,0.730
'0:02.706',4.825,0.720
'0:02.708',4.815,0.720
'0:02.710',4.835,0.715
'0:02.712',4.835,0.720
'0:02.714',4.830,0.710
'0:02.716',4.845,0.725
'0:02.718',4.870,0.725
'0:02.720',4.835,0.725
'0:02.722',4.815,0.725
'0:02.724',4.825,0.705
'0:02.726',4.830,0.725
'0:02.728',4.825,0.720
'0:02.730',4.815,0.720
'0:02.732',4.855,0.715
'0:02.734',4.850,0.730
'0:02.736',4.845,0.725
'0:02.738',4.835,0.720
'0:02.740',4.845,0.705
'0:02.742',4.820,0.715
'0:02.744',4.810,0.720
'0:02.746',4.835,0.725
'0:02.748',4.830,0.730
'0:02.750',4.850,0.720
'0:02.752',4.840,0.725
'0:02.754',4.840,0.715
'0:02.756',4.855,0.725
'0:02.758',4.830,0.705
'0:02.760',4.815,0.720
'0:02.762',4.805,0.715
'0:02.764',4.830,0.725
'0:02.766',4.835,0.730
'0:02.768',4.830,0.720
'0:02.770',4.865,0.730
'0:02.772',4.855,0.720
'0:02.774',4.830,0.720
'0:02.776',4.830,0.720
'0:02.778',4.835,0.725
'0:02.780',4.815,0.710
'0:02.782',4.820,0.725
'0:02.784',4.850,0.720
'0:02.786',4.850,0.725
'0:02.788',4.850,0.735
'0:02.790',4.845,0.720
'0:02.792',4.825,0.720
'0:02.794',4.840,0.715
'0:02.796',4.815,0.720
'0:02.798',4.805,0.725
'0:02.800',4.850,0.715
'0:02.802',4.840,0.720
'0:02.804',4.845,0.720
'0:02.806',4.845,0.730
'0:02.808',4.850,0.710
'0:02.810',4.835,0.715
'0:02.812',4.820,0.715
'0:02.814',4.830,0.725
'0:02.816',4.830,0.705
'0:02.818',4.835,0.730
'0:02.820',4.840,0.720
'0:02.822',4.865,0.730
'0:02.824',4.840,0.700
'0:02.826',4.830,0.720
'0:02.828',4.820,0.715
'0:02.830',4.835,0.725
'0:02.832',4.820,0.705
'0:02.834',4.830,0.725
'0:02.836',4.850,0.725
'0:02.838',4.850,0.720
'0:02.840',4.840,0.725
'0:02.842',4.820,0.715
'0:02.844',4.855,0.725
'0:02.846',4.835,0.710
'0:02.848',4.815,0.720
'0:02.850',4.830,0.725
'0:02.852',4.825,0.725
'0:02.854',4.840,0.735
'0:02.856',4.825,0.715
'0:02.858',4.825,0.710
'0:02.860',4.855,0.715
'0:02.862',4.850,0.720
'0:02.864',4.840,0.725
'0:02.866',4.840,0.715
'0:02.868',4.830,0.720
'0:02.870',4.830,0.725
'0:02.872',4.825,0.725
'0:02.874',4.820,0.725
'0:02.876',4.840,0.705
'0:02.878',4.830,0.720
'0:02.880',4.840,0.715
'0:02.882',4.840,0.725
'0:02.884',4.845,0.720
'0:02.886',4.860,0.720
'0:02.888',4.840,0.725
'0:02.890',4.820,0.720
'0:02.892',4.820,0.720
'0:02.894',4.820,0.715
'0:02.896',4.835,0.710
'0:02.898',4.825,0.720
'0:02.900',4.860,0.730
'0:02.902',4.855,0.730
'0:02.904',4.850,0.720
'0:02.906',4.840,0.725
'0:02.908',4.820,0.715
'0:02.910',4.825,0.730
'0:02.912',4.815,0.715
'0:02.914',4.830,0.720
'0:02.916',4.840,0.725
'0:02.918',4.845,0.730
'0:02.920',4.840,0.725
'0:02.922',4.860,0.725
'0:02.924',4.845,0.715
'0:02.926',4.820,0.720
'0:02.928',4.815,0.715
'0:02.930',4.825,0.720
'0:02.932',4.825,0.715
'0:02.934',4.835,0.730
'0:02.936',4.850,0.730
'0:02.938',4.855,0.725
'0:02.940',4.840,0.710
'0:02.942',4.830,0.725
'0:02.944',4.840,0.715
'0:02.946',4.815,0.720
'0:02.948',4.815,0.710
'0:02.950',4.840,0.725
'0:02.952',4.845,0.730
'0:02.954',4.840,0.730
'0:02.956',4.835,0.725
'0:02.958',4.850,0.710
'0:02.960',4.830,0.715
'0:02.962',4.820,0.720
'0:02.964',4.825,0.725
'0:02.966',4.840,0.715
'0:02.968',4.845,0.730
'0:02.970',4.845,0.720
'0:02.972',4.860,0.730
'0:02.974',4.845,0.715
'0:02.976',4.830,0.720
'0:02.978',4.805,0.720
'0:02.980',4.830,0.710
'0:02.982',4.830,0.725
'0:02.984',4.840,0.720
'0:02.986',4.870,0.730
'0:02.988',4.855,0.715
'0:02.990',4.840,0.720
'0:02.992',4.820,0.720
'0:02.994',4.810,0.725
'0:02.996',4.825,0.720
'0:02.998',4.815,0.710
'0:03.000',4.840,0.725
'0:03.002',4.855,0.730
'0:03.004',4.855,0.725
'0:03.006',4.840,0.725
'0:03.008',4.825,0.710
'0:03.010',4.815,0.720
'0:03.012',4.830,0.715
'0:03.014',4.820,0.720
'0:03.016',4.830,0.735
'0:03.018',4.850,0.715
'0:03.020',4.850,0.725
'0:03.022',4.850,0.725
'0:03.024',4.840,0.720
'0:03.026',4.840,0.705
'0:03.028',4.830,0.715
'0:03.030',4.825,0.725
'0:03.032',4.815,0.725
'0:03.034',4.845,0.735
'0:03.036',4.845,0.715
'0:03.038',4.845,0.725
'0:03.040',4.850,0.715
'0:03.042',4.830,0.720
'0:03.044',4.850,0.715
'0:03.046',4.830,0.715
'0:03.048',4.820,0.725
'0:03.050',4.835,0.720
'0:03.052',4.825,0.720
'0:03.054',4.830,0.730
'0:03.056',4.820,0.725
'0:03.058',4.850,0.725
'0:03.060',4.840,0.710
'0:03.062',4.840,0.720
'0:03.064',4.835,0.720
'0:03.066',4.835,0.730
'0:03.068',4.865,0.730
'0:03.070',4.825,0.710
'0:03.072',4.815,0.720
'0:03.074',4.830,0.715
'0:03.076',4.840,0.720
'0:03.078',4.835,0.715
'0:03.080',4.830,0.720
'0:03.082',4.860,0.725
'0:03.084',4.865,0.730
'0:03.086',4.855,0.735
'0:03.088',4.840,0.715
'0:03.090',4.830,0.725
'0:03.092',4.835,0.720
'0:03.094',4.815,0.720
'0:03.096',4.810,0.720
'0:03.098',4.845,0.710
'0:03.100',4.850,0.730
'0:03.102',4.850,0.720
'0:03.104',4.845,0.730
'0:03.106',4.845,0.720
'0:03.108',4.840,0.715
'0:03.110',4.825,0.720
'0:03.112',4.815,0.720
'0:03.114',4.825,0.730
'0:03.116',4.840,0.720
'0:03.118',4.840,0.730
'0:03.120',4.840,0.730
'0:03.122',4.865,0.725
'0:03.124',4.850,0.710
'0:03.126',4.830,0.715
'0:03.128',4.820,0.715
'0:03.130',4.825,0.720
'0:03.132',4.820,0.725
'0:03.134',4.835,0.725
'0:03.136',4.860,0.730
'0:03.138',4.850,0.720
'0:03.140',4.850,0.730
'0:03.142',4.835,0.720
'0:03.144',4.850,0.720
'0:03.146',4.825,0.715
'0:03.148',4.805,0.725
'0:03.150',4.845,0.720
'0:03.152',4.840,0.725
'0:03.154',4.840,0.720
'0:03.156',4.840,0.720
'0:03.158',4.845,0.720
'0:03.160',4.845,0.720
'0:03.162',4.830,0.725
'0:03.164',4.830,0.715
'0:03.166',4.825,0.725
'0:03.168',4.840,0.720
'0:03.170',4.835,0.725
'0:03.172',4.840,0.730
'0:03.174',4.855,0.715
'0:03.176',4.835,0.720
'0:03.178',4.810,0.720
'0:03.180',4.820,0.725
'0:03.182',4.835,0.710
'0:03.184',4.840,0.720
'0:03.186',4.840,0.725
'0:03.188',4.865,0.730
'0:03.190',4.855,0.725
'0:03.192',4.830,0.710
'0:03.194',4.815,0.715
'0:03.196',4.820,0.725
'0:03.198',4.820,0.715
'0:03.200',4.835,0.730
'0:03.202',4.835,0.725
'0:03.204',4.835,0.725
'0:03.206',4.870,0.735
'0:03.208',4.840,0.720
'0:03.210',4.830,0.715
'0:03.212',4.820,0.715
'0:03.214',4.805,0.720
'0:03.216',4.835,0.730
'0:03.218',4.830,0.710
'0:03.220',4.830,0.725
'0:03.222',4.855,0.720
'0:03.224',4.845,0.720
'0:03.226',4.840,0.725
'0:03.228',4.835,0.715
'0:03.230',4.835,0.715
'0:03.232',4.830,0.725
'0:03.234',4.830,0.730
'0:03.236',4.830,0.720
'0:03.238',4.840,0.725
'0:03.240',4.840,0.720
'0:03.242',4.835,0.725
'0:03.244',4.830,0.715
'0:03.246',4.855,0.710
'0:03.248',4.840,0.725
'0:03.250',4.845,0.720
'0:03.252',4.835,0.725
'0:03.254',4.830,0.720
'0:03.256',4.835,0.725
'0:03.258',4.830,0.725
'0:03.260',4.835,0.720
'0:03.262',4.840,0.720
'0:03.264',4.845,0.710
'0:03.266',4.845,0.730
'0:03.268',4.845,0.725
'0:03.270',4.850,0.715
'0:03.272',4.845,0.725
'0:03.274',4.820,0.710
'0:03.276',4.810,0.725
'0:03.278',4.830,0.710
'0:03.280',4.835,0.720
'0:03.282',4.830,0.720
'0:03.284',4.840,0.725
'0:03.286',4.865,0.730
'0:03.288',4.855,0.715
'0:03.290',4.835,0.720
'0:03.292',4.830,0.715
'0:03.294',4.815,0.720
'0:03.296',4.815,0.720
'0:03.298',4.820,0.715
'0:03.300',4.845,0.720
'0:03.302',4.850,0.720
'0:03.304',4.845,0.730
'0:03.306',4.840,0.710
'0:03.308',4.835,0.715
'0:03.310',4.840,0.715
'0:03.312',4.835,0.720
'0:03.314',4.815,0.720
'0:03.316',4.830,0.710
'0:03.318',4.840,0.715
'0:03.320',4.845,0.730
'0:03.322',4.835,0.725
'0:03.324',4.830,0.715
'0:03.326',4.850,0.715
'0:03.328',4.820,0.725
'0:03.330',4.805,0.715
'0:03.332',4.835,0.730
'0:03.334',4.850,0.720
'0:03.336',4.845,0.725
'0:03.338',4.855,0.725
'0:03.340',4.855,0.710
'0:03.342',4.835,0.720
'0:03.344',4.810,0.710
'0:03.346',4.825,0.720
'0:03.348',4.830,0.715
'0:03.350',4.845,0.720
'0:03.352',4.840,0.715
'0:03.354',4.840,0.720
'0:03.356',4.850,0.720
'0:03.358',4.820,0.720
'0:03.360',4.825,0.720
'0:03.362',4.830,0.720
'0:03.364',4.835,0.725
'0:03.366',4.835,0.725
'0:03.368',4.855,0.720
'0:03.370',4.850,0.715
'0:03.372',4.825,0.735
'0:03.374',4.815,0.700
'0:03.376',4.820,0.725
'0:03.378',4.830,0.715
'0:03.380',4.830,0.725
'0:03.382',4.835,0.725
'0:03.384',4.870,0.720
'0:03.386',4.850,0.725
'0:03.388',4.825,0.725
'0:03.390',4.820,0.725
'0:03.392',4.835,0.720
'0:03.394',4.820,0.715
'0:03.396',4.820,0.725
'0:03.398',4.850,0.730
'0:03.400',4.865,0.715
'0:03.402',4.845,0.720
'0:03.404',4.840,0.725
'0:03.406',4.835,0.715
'0:03.408',4.820,0.720
'0:03.410',4.815,0.705
'0:03.412',4.820,0.725
'0:03.414',4.830,0.710
'0:03.416',4.845,0.730
'0:03.418',4.835,0.720
'0:03.420',4.865,0.730
'0:03.422',4.855,0.725
'0:03.424',4.830,0.715
'0:03.426',4.825,0.710
'0:03.428',4.815,0.710
'0:03.430',4.825,0.725
'0:03.432',4.825,0.710
'0:03.434',4.830,0.720
'0:03.436',4.860,0.715
'0:03.438',4.860,0.715
'0:03.440',4.855,0.725
'0:03.442',4.840,0.710
'0:03.444',4.830,0.705
'0:03.446',4.845,0.715
'0:03.448',4.825,0.715
'0:03.450',4.820,0.730
'0:03.452',4.835,0.715
'0:03.454',4.845,0.725
'0:03.456',4.845,0.720
'0:03.458',4.830,0.720
'0:03.460',4.835,0.725
'0:03.462',4.850,0.710
'0:03.464',4.845,0.715
'0:03.466',4.830,0.725
'0:03.468',4.820,0.730
'0:03.470',4.825,0.730
'0:03.472',4.845,0.715
'0:03.474',4.825,0.720
'0:03.476',4.825,0.710
'0:03.478',4.840,0.725
'0:03.480',4.845,0.710
'0:03.482',4.845,0.725
'0:03.484',4.835,0.725
'0:03.486',4.840,0.725
'0:03.488',4.840,0.730
'0:03.490',4.825,0.720
'0:03.492',4.835,0.720
'0:03.494',4.830,0.715
'0:03.496',4.835,0.715
'0:03.498',4.830,0.720
'0:03.500',4.850,0.725
'0:03.502',4.850,0.720
'0:03.504',4.825,0.725
'0:03.506',4.825,0.720
'0:03.508',4.810,0.715
'0:03.510',4.825,0.720
'0:03.512',4.830,0.710
'0:03.514',4.835,0.720
'0:03.516',4.865,0.715
'0:03.518',4.850,0.725
'0:03.520',4.840,0.720
'0:03.522',4.840,0.720
'0:03.524',4.835,0.715
'0:03.526',4.815,0.720
'0:03.528',4.815,0.725
'0:03.530',4.835,0.715
'0:03.532',4.835,0.725
'0:03.534',4.840,0.720
'0:03.536',4.845,0.735
'0:03.538',4.850,0.715
'0:03.540',4.845,0.720
'0:03.542',4.815,0.725
'0:03.544',4.820,0.715
'0:03.546',4.830,0.710
'0:03.548',4.825,0.725
'0:03.550',4.825,0.720
'0:03.552',4.865,0.725
'0:03.554',4.860,0.735
'0:03.556',4.850,0.715
'0:03.558',4.830,0.725
'0:03.560',4.825,0.710
'0:03.562',4.825,0.730
'0:03.564',4.810,0.710
'0:03.566',4.835,0.730
'0:03.568',4.845,0.715
'0:03.570',4.850,0.725
'0:03.572',4.835,0.715
'0:03.574',4.830,0.710
'0:03.576',4.855,0.725
'0:03.578',4.825,0.715
'0:03.580',4.810,0.720
'0:03.582',4.815,0.715
'0:03.584',4.830,0.725
'0:03.586',4.835,0.730
'0:03.588',4.835,0.715
'0:03.590',4.840,0.720
'0:03.592',4.850,0.715
'0:03.594',4.835,0.725
'0:03.596',4.840,0.705
'0:03.598',4.830,0.720
'0:03.600',4.840,0.720
'0:03.602',4.820,0.725
'0:03.604',4.825,0.715
'0:03.606',4.840,0.710
'0:03.608',4.835,0.720
'0:03.610',4.830,0.720
'0:03.612',4.835,0.725
'0:03.614',4.850,0.705
'0:03.616',4.855,0.730
'0:03.618',4.835,0.730
'0:03.620',4.825,0.730
'0:03.622',4.815,0.730
'0:03.624',4.830,0.715
'0:03.626',4.825,0.720
'0:03.628',4.835,0.720
'0:03.630',4.840,0.720
'0:03.632',4.850,0.715
'0:03.634',4.845,0.725
'0:03.636',4.840,0.720
'0:03.638',4.860,0.730
'0:03.640',4.830,0.715
'0:03.642',4.805,0.720
'0:03.644',4.820,0.720
'0:03.646',4.835,0.720
'0:03.648',4.830,0.720
'0:03.650',4.835,0.715
'0:03.652',4.860,0.720
'0:03.654',4.845,0.715
'0:03.656',4.825,0.720
'0:03.658',4.820,0.715
'0:03.660',4.815,0.725
'0:03.662',4.825,0.720
'0:03.664',4.825,0.715
'0:03.666',4.840,0.720
'0:03.668',4.845,0.725
'0:03.670',4.855,0.730
'0:03.672',4.835,0.710
'0:03.674',4.815,0.715
'0:03.676',4.830,0.720
'0:03.678',4.815,0.715
'0:03.680',4.825,0.725
'0:03.682',4.840,0.715
'0:03.684',4.865,0.720
'0:03.686',4.860,0.725
'0:03.688',4.835,0.720
'0:03.690',4.830,0.710
'0:03.692',4.815,0.715
'0:03.694',4.825,0.720
'0:03.696',4.840,0.715
'0:03.698',4.845,0.720
'0:03.700',4.855,0.710
'0:03.702',4.835,0.720
'0:03.704',4.820,0.730
